checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking account,22,existing paid,television,2675,100<=X<1000,>=7,3.0,male single,none,4,car,40,none,own,1,skilled,1,,,good
no checking account,48,no credits taken/all paid back duly,car,2751,no known savings account,>=7,4.0,male single,none,3,car,38,none,own,2,skilled,2,,,good
0<=X<20000,48,no credits taken/all paid back duly,furniture/equipment,6224,<100,>=7,4.0,male single,none,4,no known property,50,none,free,1,skilled,1,,,bad
<0,40,no credits taken/all paid back duly,furniture/equipment,5998,<100,1<=X<4,4.0,male single,none,3,no known property,27,bank,own,1,skilled,1,,,bad
0<=X<20000,21,existing paid,furniture/equipment,1188,<100,>=7,2.0,female div/dep/mar,none,4,life insurance,39,none,own,1,skilled,2,,,bad
no checking account,24,existing paid,car,6313,no known savings account,>=7,3.0,male single,none,4,car,41,none,own,1,high qualif/self emp/mgmt,2,,,good
no checking account,6,no credits taken/all paid back duly,furniture/equipment,1221,no known savings account,1<=X<4,1.0,male mar/wid,none,2,life insurance,27,none,own,2,skilled,1,,,good
>=20000,24,existing paid,furniture/equipment,2892,<100,>=7,3.0,male div/sep,none,4,no known property,51,none,free,1,skilled,1,,,good
no checking account,24,existing paid,furniture/equipment,3062,100<=X<1000,>=7,4.0,male single,none,3,no known property,32,none,rent,1,skilled,1,,,good
no checking account,9,existing paid,furniture/equipment,2301,<100,<1,2.0,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,,,good
<0,18,existing paid,car,7511,no known savings account,>=7,1.0,male single,none,4,life insurance,51,none,free,1,skilled,2,,,bad
no checking account,12,no credits taken/all paid back duly,furniture/equipment,1258,<100,<1,2.0,female div/dep/mar,none,4,life insurance,22,none,rent,2,unskilled,1,,,good
no checking account,24,no credits taken/all paid back duly,car,717,no known savings account,>=7,4.0,male mar/wid,none,4,car,54,none,own,2,skilled,1,,,good
0<=X<20000,9,existing paid,car,1549,no known savings account,<1,4.0,male single,none,2,real estate,35,none,own,1,unskilled,1,,,good
no checking account,24,no credits taken/all paid back duly,furniture/equipment,1597,<100,>=7,4.0,male single,none,4,no known property,54,none,free,2,skilled,2,,,good
0<=X<20000,18,no credits taken/all paid back duly,television,1795,<100,>=7,3.0,female div/dep/mar,guarantor,4,real estate,48,bank,rent,2,unskilled,1,,,good
<0,20,no credits taken/all paid back duly,furniture/equipment,4272,<100,>=7,1.0,female div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,,,good
no checking account,12,no credits taken/all paid back duly,television,976,no known savings account,>=7,4.0,male single,none,4,car,35,none,own,2,skilled,1,,,good
0<=X<20000,12,existing paid,car,7472,no known savings account,unemployed,1.0,female div/dep/mar,none,2,real estate,24,none,rent,1,unskilled,1,,,good
<0,36,existing paid,car,9271,<100,4<=X<7,2.0,male single,none,1,car,24,none,own,1,skilled,1,,,bad
0<=X<20000,6,existing paid,television,590,<100,<1,3.0,male mar/wid,none,3,real estate,26,none,own,1,unskilled,1,,,good
no checking account,12,no credits taken/all paid back duly,television,930,no known savings account,>=7,4.0,male single,none,4,real estate,65,none,own,4,skilled,1,,,good
0<=X<20000,42,no credits taken/all paid back duly,car,9283,<100,unemployed,1.0,male single,none,2,no known property,55,bank,free,1,high qualif/self emp/mgmt,1,,,good
0<=X<20000,15,no credits taken/all paid back duly,car,1778,<100,<1,2.0,female div/dep/mar,none,1,real estate,26,none,rent,2,unskilled,1,,,bad
0<=X<20000,8,existing paid,furniture/equipment,907,<100,<1,3.0,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,,,good
0<=X<20000,6,existing paid,television,484,<100,4<=X<7,3.0,male mar/wid,guarantor,3,real estate,28,bank,own,1,unskilled,1,,,good
<0,36,no credits taken/all paid back duly,car,9629,<100,4<=X<7,4.0,male single,none,4,car,24,none,own,2,skilled,1,,,bad
<0,48,existing paid,furniture/equipment,3051,<100,1<=X<4,3.0,male single,none,4,car,54,none,own,1,skilled,1,,,bad
<0,48,existing paid,car,3931,<100,4<=X<7,4.0,male single,none,4,no known property,46,none,free,1,skilled,2,,,bad
0<=X<20000,36,no credits taken/all paid back duly,car,7432,<100,1<=X<4,2.0,female div/dep/mar,none,2,life insurance,54,none,rent,1,skilled,1,,,good
no checking account,6,existing paid,furniture/equipment,1338,100<=X<1000,1<=X<4,1.0,male div/sep,none,4,real estate,62,none,own,1,skilled,1,,,good
no checking account,6,no credits taken/all paid back duly,television,1554,<100,4<=X<7,1.0,female div/dep/mar,none,2,car,24,none,rent,2,skilled,1,,,good
<0,36,existing paid,furniture/equipment,15857,<100,unemployed,2.0,male div/sep,co-applicant,3,car,43,none,own,1,high qualif/self emp/mgmt,1,,,good
<0,18,existing paid,television,1345,<100,1<=X<4,4.0,male mar/wid,none,3,real estate,26,bank,own,1,skilled,1,,,bad
no checking account,12,existing paid,car,1101,<100,1<=X<4,3.0,male mar/wid,none,2,real estate,27,none,own,2,skilled,1,,,good
>=20000,12,existing paid,television,3016,<100,1<=X<4,3.0,male mar/wid,none,1,car,24,none,own,1,skilled,1,,,good
<0,36,existing paid,furniture/equipment,2712,<100,>=7,2.0,male single,none,2,life insurance,41,bank,own,1,skilled,2,,,bad
<0,8,no credits taken/all paid back duly,car,731,<100,>=7,4.0,male single,none,4,real estate,47,none,own,2,unskilled,1,,,good
no checking account,18,no credits taken/all paid back duly,furniture/equipment,3780,<100,<1,3.0,male div/sep,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,,,good
<0,21,no credits taken/all paid back duly,car,1602,<100,>=7,4.0,male mar/wid,none,3,car,30,none,own,2,skilled,1,,,good
<0,18,no credits taken/all paid back duly,car,3966,<100,>=7,1.0,female div/dep/mar,none,4,real estate,33,bank,rent,3,skilled,1,,,bad
no checking account,18,no credits taken/all paid back duly,furniture/equipment,4165,<100,1<=X<4,2.0,male single,none,2,car,36,stores,own,2,skilled,2,,,bad
<0,36,existing paid,car,8335,no known savings account,>=7,3.0,male single,none,4,no known property,47,none,free,1,skilled,1,,,bad
0<=X<20000,48,no credits taken/all paid back duly,furniture/equipment,6681,no known savings account,1<=X<4,4.0,male single,none,4,no known property,38,none,free,1,skilled,2,,,good
no checking account,24,no credits taken/all paid back duly,furniture/equipment,2375,100<=X<1000,1<=X<4,4.0,male single,none,2,car,44,none,own,2,skilled,2,,,good
<0,18,existing paid,car,1216,<100,<1,4.0,female div/dep/mar,none,3,car,23,none,rent,1,skilled,1,,,bad
<0,45,no credits taken/all paid back duly,furniture/equipment,11816,<100,>=7,2.0,male single,none,4,car,29,none,rent,2,skilled,1,,,bad
0<=X<20000,24,existing paid,television,5084,no known savings account,>=7,2.0,female div/dep/mar,none,4,car,42,none,own,1,skilled,1,,,good
>=20000,15,existing paid,television,2327,<100,<1,2.0,female div/dep/mar,none,3,real estate,25,none,own,1,unskilled,1,,,bad
<0,12,no credits taken/all paid back duly,car,1082,<100,1<=X<4,4.0,male single,none,4,car,48,bank,own,2,skilled,1,,,bad
no checking account,12,existing paid,television,886,no known savings account,1<=X<4,4.0,female div/dep/mar,none,2,car,21,none,own,1,skilled,1,,,good
no checking account,4,existing paid,furniture/equipment,601,<100,<1,1.0,female div/dep/mar,none,3,real estate,23,none,rent,1,unskilled,2,,,good
<0,24,no credits taken/all paid back duly,car,2957,<100,>=7,4.0,male single,none,4,life insurance,63,none,own,2,skilled,1,,,good
no checking account,24,no credits taken/all paid back duly,television,2611,<100,>=7,4.0,male mar/wid,co-applicant,3,real estate,46,none,own,2,skilled,1,,,good
<0,36,existing paid,furniture/equipment,5179,<100,4<=X<7,4.0,male single,none,2,life insurance,29,none,own,1,skilled,1,,,bad
no checking account,21,no credits taken/all paid back duly,car,2993,<100,1<=X<4,3.0,male single,none,2,real estate,28,stores,own,2,unskilled,1,,,good
no checking account,18,existing paid,furniture/equipment,1943,<100,<1,4.0,female div/dep/mar,none,4,real estate,23,none,own,1,skilled,1,,,bad
no checking account,24,no credits taken/all paid back duly,furniture/equipment,1559,<100,4<=X<7,4.0,male single,none,4,car,50,bank,own,1,skilled,1,,,good
no checking account,18,existing paid,furniture/equipment,3422,<100,>=7,4.0,male single,none,4,life insurance,47,bank,own,3,skilled,2,,,good
0<=X<20000,21,existing paid,furniture/equipment,3976,no known savings account,4<=X<7,2.0,male single,none,3,car,35,none,own,1,skilled,1,,,good
no checking account,18,existing paid,car,6761,no known savings account,1<=X<4,2.0,male single,none,4,car,68,none,rent,2,skilled,1,,,bad
no checking account,24,existing paid,car,1249,<100,<1,4.0,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,,,good
<0,9,existing paid,television,1364,<100,4<=X<7,3.0,male single,none,4,real estate,59,none,own,1,skilled,1,,,good
<0,12,existing paid,television,709,<100,>=7,4.0,male single,none,4,real estate,57,stores,own,1,unskilled,1,,,bad
<0,20,no credits taken/all paid back duly,car,2235,<100,1<=X<4,4.0,male mar/wid,guarantor,2,life insurance,33,bank,rent,2,skilled,1,,,bad
no checking account,24,no credits taken/all paid back duly,car,4042,no known savings account,4<=X<7,3.0,male single,none,4,life insurance,43,none,own,2,skilled,1,,,good
no checking account,15,no credits taken/all paid back duly,television,1471,<100,1<=X<4,4.0,male single,none,4,no known property,35,none,free,2,skilled,1,,,good
<0,18,no credits taken/all paid back duly,car,1442,<100,4<=X<7,4.0,male single,none,4,no known property,32,none,free,2,unskilled,2,,,bad
no checking account,36,no credits taken/all paid back duly,car,10875,<100,>=7,2.0,male single,none,2,car,45,none,own,2,skilled,2,,,good
no checking account,24,existing paid,car,1474,<100,<1,4.0,male mar/wid,none,3,real estate,33,none,own,1,skilled,1,,,good
no checking account,10,existing paid,furniture/equipment,894,no known savings account,4<=X<7,4.0,female div/dep/mar,none,3,life insurance,40,none,own,1,skilled,1,,,good
no checking account,15,no credits taken/all paid back duly,furniture/equipment,3343,<100,1<=X<4,4.0,male single,none,2,no known property,28,none,free,1,skilled,1,,,good
<0,15,existing paid,car,3959,<100,1<=X<4,3.0,female div/dep/mar,none,2,life insurance,29,none,own,1,skilled,1,,,bad
no checking account,9,existing paid,car,3577,<100,1<=X<4,1.0,male single,guarantor,2,real estate,26,none,rent,1,skilled,2,,,good
no checking account,24,no credits taken/all paid back duly,car,5804,>=10000,1<=X<4,4.0,male single,none,2,real estate,27,none,own,2,skilled,1,,,good
no checking account,18,no credits taken/all paid back duly,furniture/equipment,2169,<100,1<=X<4,4.0,male mar/wid,none,2,car,28,none,own,1,skilled,1,,,bad
<0,24,existing paid,television,2439,<100,<1,4.0,female div/dep/mar,none,4,real estate,35,none,own,1,skilled,1,,,bad
no checking account,27,no credits taken/all paid back duly,furniture/equipment,4526,>=10000,<1,4.0,male single,none,2,real estate,32,stores,own,2,unskilled,2,,,good
no checking account,10,existing paid,furniture/equipment,2210,<100,1<=X<4,2.0,male single,none,2,real estate,25,bank,rent,1,unskilled,1,,,bad
no checking account,15,existing paid,furniture/equipment,2221,100<=X<1000,1<=X<4,2.0,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,,,good
<0,18,existing paid,television,2389,<100,<1,4.0,female div/dep/mar,none,1,car,27,stores,own,1,skilled,1,,,good
no checking account,12,no credits taken/all paid back duly,furniture/equipment,3331,<100,>=7,2.0,male single,none,4,life insurance,42,stores,own,1,skilled,1,,,good
no checking account,36,existing paid,furniture/equipment,7409,no known savings account,>=7,3.0,male single,none,2,life insurance,37,none,own,2,skilled,1,,,good
<0,12,existing paid,furniture/equipment,652,<100,>=7,4.0,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,,,good
no checking account,36,no credits taken/all paid back duly,furniture/equipment,7678,100<=X<1000,4<=X<7,2.0,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,,,good
>=20000,6,no credits taken/all paid back duly,car,1343,<100,>=7,1.0,male single,none,4,real estate,46,none,own,2,skilled,2,,,good
<0,24,no credits taken/all paid back duly,furniture/equipment,1382,<100,4<=X<7,4.0,male single,none,1,real estate,26,none,own,2,skilled,1,,,good
no checking account,15,existing paid,furniture/equipment,874,no known savings account,<1,4.0,female div/dep/mar,none,1,real estate,24,none,own,1,skilled,1,,,good
<0,12,existing paid,furniture/equipment,3590,<100,1<=X<4,2.0,male single,co-applicant,2,life insurance,29,none,own,1,unskilled,2,,,good
0<=X<20000,11,no credits taken/all paid back duly,car,1322,>=10000,1<=X<4,4.0,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,,,good
<0,18,no credits taken/all paid back duly,television,1940,<100,<1,3.0,male single,co-applicant,4,no known property,36,bank,free,1,high qualif/self emp/mgmt,1,,,good
no checking account,36,existing paid,television,3595,<100,>=7,4.0,male single,none,2,car,28,none,own,1,skilled,1,,,good
<0,9,existing paid,car,1422,<100,<1,3.0,male single,none,2,no known property,27,none,free,1,high qualif/self emp/mgmt,1,,,bad
no checking account,30,no credits taken/all paid back duly,television,6742,no known savings account,4<=X<7,2.0,male single,none,3,life insurance,36,none,own,2,skilled,1,,,good
no checking account,24,existing paid,car,7814,<100,4<=X<7,3.0,male single,none,3,car,38,none,own,1,high qualif/self emp/mgmt,1,,,good
no checking account,24,existing paid,car,9277,no known savings account,1<=X<4,2.0,male div/sep,none,4,no known property,48,none,free,1,skilled,1,,,good
0<=X<20000,30,no credits taken/all paid back duly,car,2181,no known savings account,>=7,4.0,male single,none,4,real estate,36,none,own,2,skilled,1,,,good
no checking account,18,no credits taken/all paid back duly,television,1098,<100,unemployed,4.0,female div/dep/mar,none,4,car,65,none,own,2,unskilled,1,,,good
0<=X<20000,24,existing paid,furniture/equipment,4057,<100,4<=X<7,3.0,male div/sep,none,3,car,43,none,own,1,skilled,1,,,bad
<0,12,existing paid,furniture/equipment,795,<100,<1,4.0,female div/dep/mar,none,4,life insurance,53,none,own,1,skilled,1,,,bad
0<=X<20000,24,no credits taken/all paid back duly,furniture/equipment,2825,no known savings account,4<=X<7,4.0,male single,none,3,no known property,34,none,own,2,skilled,2,,,good
0<=X<20000,48,existing paid,furniture/equipment,15672,<100,1<=X<4,2.0,male single,none,2,car,23,none,own,1,skilled,1,,,bad
no checking account,36,no credits taken/all paid back duly,car,6614,<100,>=7,4.0,male single,none,4,car,34,none,own,2,high qualif/self emp/mgmt,1,,,good
no checking account,28,no credits taken/all paid back duly,car,7824,no known savings account,<1,3.0,male single,guarantor,4,real estate,40,bank,rent,2,skilled,2,,,good
<0,27,no credits taken/all paid back duly,furniture/equipment,2442,<100,>=7,4.0,male single,none,4,car,43,stores,own,4,high qualif/self emp/mgmt,2,,,good
no checking account,15,no credits taken/all paid back duly,television,1829,<100,>=7,4.0,male single,none,4,car,46,none,own,2,skilled,1,,,good
<0,12,no credits taken/all paid back duly,car,2171,<100,1<=X<4,4.0,male single,none,4,life insurance,38,bank,own,2,unskilled,1,,,good
0<=X<20000,36,no credits taken/all paid back duly,car,5800,<100,1<=X<4,3.0,male single,none,4,car,34,none,own,2,skilled,1,,,good
no checking account,18,no credits taken/all paid back duly,television,1169,no known savings account,1<=X<4,4.0,male single,none,3,life insurance,29,none,own,2,skilled,1,,,good
no checking account,36,no credits taken/all paid back duly,car,8947,no known savings account,4<=X<7,3.0,male single,none,2,car,31,stores,own,1,high qualif/self emp/mgmt,2,,,good
<0,21,existing paid,television,2606,<100,<1,4.0,female div/dep/mar,none,4,life insurance,28,none,rent,1,high qualif/self emp/mgmt,1,,,good
no checking account,12,no credits taken/all paid back duly,furniture/equipment,1592,>=10000,4<=X<7,3.0,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,,,good
no checking account,15,existing paid,furniture/equipment,2186,no known savings account,4<=X<7,1.0,female div/dep/mar,none,4,real estate,33,bank,rent,1,unskilled,1,,,good
<0,18,existing paid,furniture/equipment,4153,<100,1<=X<4,2.0,male single,co-applicant,3,car,42,none,own,1,skilled,1,,,bad
<0,16,no credits taken/all paid back duly,car,2625,<100,>=7,2.0,male single,guarantor,4,life insurance,43,bank,rent,1,skilled,1,,,bad
no checking account,20,no credits taken/all paid back duly,car,3485,no known savings account,<1,2.0,male div/sep,none,4,real estate,44,none,own,2,skilled,1,,,good
no checking account,36,no credits taken/all paid back duly,car,10477,no known savings account,>=7,2.0,male single,none,4,no known property,42,none,free,2,skilled,1,,,good
no checking account,15,existing paid,television,1386,no known savings account,1<=X<4,4.0,male mar/wid,none,2,real estate,40,none,rent,1,skilled,1,,,good
no checking account,24,existing paid,television,1278,<100,>=7,4.0,male single,none,1,real estate,36,none,own,1,high qualif/self emp/mgmt,1,,,good
<0,12,existing paid,television,1107,<100,1<=X<4,2.0,male single,none,2,real estate,20,none,rent,1,high qualif/self emp/mgmt,2,,,good
<0,21,existing paid,car,3763,no known savings account,4<=X<7,2.0,male single,co-applicant,2,real estate,24,none,own,1,unskilled,1,,,good
0<=X<20000,36,existing paid,furniture/equipment,3711,no known savings account,1<=X<4,2.0,male mar/wid,none,2,car,27,none,own,1,skilled,1,,,good
no checking account,15,no credits taken/all paid back duly,car,3594,<100,<1,1.0,female div/dep/mar,none,2,life insurance,46,none,own,2,unskilled,1,,,good
0<=X<20000,9,existing paid,car,3195,no known savings account,1<=X<4,1.0,female div/dep/mar,none,2,real estate,33,none,own,1,unskilled,1,,,good
no checking account,36,no credits taken/all paid back duly,television,4454,<100,1<=X<4,4.0,female div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,,,good
0<=X<20000,24,no credits taken/all paid back duly,furniture/equipment,4736,<100,<1,2.0,female div/dep/mar,none,4,car,25,bank,own,1,unskilled,1,,,bad
0<=X<20000,30,existing paid,television,2991,no known savings account,>=7,2.0,female div/dep/mar,none,4,car,25,none,own,1,skilled,1,,,good
no checking account,11,existing paid,furniture/equipment,2142,>=10000,>=7,1.0,male div/sep,none,2,real estate,28,none,own,1,skilled,1,,,good
<0,24,no credits taken/all paid back duly,furniture/equipment,3161,<100,1<=X<4,4.0,male single,none,2,life insurance,31,none,rent,1,skilled,1,,,bad
0<=X<20000,48,no credits taken/all paid back duly,furniture/equipment,18424,<100,1<=X<4,1.0,female div/dep/mar,none,2,life insurance,32,bank,own,1,high qualif/self emp/mgmt,1,,,bad
no checking account,10,existing paid,car,2848,<100,1<=X<4,1.0,male single,co-applicant,2,real estate,32,none,own,1,skilled,2,,,good
<0,6,existing paid,car,14896,<100,>=7,1.0,male single,none,4,no known property,68,bank,own,1,high qualif/self emp/mgmt,1,,,bad
<0,24,existing paid,furniture/equipment,2359,<100,unemployed,1.0,male div/sep,none,1,life insurance,33,none,own,1,skilled,1,,,bad
<0,24,existing paid,furniture/equipment,3345,<100,>=7,4.0,male single,none,2,life insurance,39,none,rent,1,high qualif/self emp/mgmt,1,,,bad
no checking account,18,no credits taken/all paid back duly,furniture/equipment,1817,<100,1<=X<4,4.0,female div/dep/mar,none,2,no known property,28,none,own,2,skilled,1,,,good
no checking account,48,no credits taken/all paid back duly,television,12749,100<=X<1000,4<=X<7,4.0,male single,none,1,car,37,none,own,1,high qualif/self emp/mgmt,1,,,good
<0,9,existing paid,television,1366,<100,<1,3.0,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,,,bad
0<=X<20000,12,existing paid,car,2002,<100,4<=X<7,3.0,male single,none,4,life insurance,30,none,rent,1,skilled,2,,,good
<0,24,no credits taken/all paid back duly,furniture/equipment,6872,<100,<1,2.0,male div/sep,none,1,life insurance,55,bank,own,1,skilled,1,,,bad
<0,12,no credits taken/all paid back duly,car,697,<100,<1,4.0,male single,none,2,car,46,bank,own,2,skilled,1,,,bad
<0,18,no credits taken/all paid back duly,furniture/equipment,1049,<100,<1,4.0,female div/dep/mar,none,4,life insurance,21,none,rent,1,skilled,1,,,good
<0,48,existing paid,car,10297,<100,4<=X<7,4.0,male single,none,4,no known property,39,stores,free,3,skilled,2,,,bad
no checking account,30,existing paid,television,1867,no known savings account,>=7,4.0,male single,none,4,car,58,none,own,1,skilled,1,,,good
<0,12,no credits taken/all paid back duly,car,1344,<100,1<=X<4,4.0,male single,none,2,real estate,43,none,own,2,unskilled,2,,,good
<0,24,existing paid,furniture/equipment,1747,<100,<1,4.0,male single,co-applicant,1,life insurance,24,none,own,1,unskilled,1,,,good
0<=X<20000,9,existing paid,television,1670,<100,<1,4.0,female div/dep/mar,none,2,car,22,none,own,1,skilled,1,,,bad
no checking account,9,no credits taken/all paid back duly,car,1224,<100,1<=X<4,3.0,male single,none,1,real estate,30,none,own,2,skilled,1,,,good
no checking account,12,no credits taken/all paid back duly,television,522,100<=X<1000,>=7,4.0,male single,none,4,life insurance,42,none,own,2,skilled,2,,,good
<0,12,existing paid,television,1498,<100,1<=X<4,4.0,female div/dep/mar,none,1,car,23,bank,own,1,skilled,1,,,good
0<=X<20000,30,no credits taken/all paid back duly,television,1919,<100,<1,4.0,male single,none,3,no known property,30,stores,own,2,high qualif/self emp/mgmt,1,,,bad
>=20000,9,existing paid,television,745,<100,1<=X<4,3.0,female div/dep/mar,none,2,real estate,28,none,own,1,unskilled,1,,,bad
0<=X<20000,6,existing paid,television,2063,<100,<1,4.0,male mar/wid,none,3,car,30,none,rent,1,high qualif/self emp/mgmt,1,,,good
0<=X<20000,60,existing paid,furniture/equipment,6288,<100,1<=X<4,4.0,male single,none,4,no known property,42,none,free,1,skilled,1,,,bad
no checking account,24,no credits taken/all paid back duly,car,6842,no known savings account,1<=X<4,2.0,male single,none,4,life insurance,46,none,own,2,high qualif/self emp/mgmt,2,,,good
no checking account,12,existing paid,car,3527,no known savings account,<1,2.0,male single,none,3,life insurance,45,none,own,1,high qualif/self emp/mgmt,2,,,good
no checking account,10,existing paid,car,1546,<100,1<=X<4,3.0,male single,none,2,real estate,31,none,own,1,unskilled,2,,,good
no checking account,24,existing paid,furniture/equipment,929,no known savings account,4<=X<7,4.0,male single,none,2,car,31,stores,own,1,skilled,1,,,good
no checking account,4,no credits taken/all paid back duly,car,1455,<100,4<=X<7,2.0,male single,none,1,real estate,42,none,own,3,unskilled,2,,,good
<0,15,existing paid,furniture/equipment,1845,<100,<1,4.0,female div/dep/mar,guarantor,1,life insurance,46,none,rent,1,skilled,1,,,good
0<=X<20000,48,no credits taken/all paid back duly,car,8358,100<=X<1000,<1,1.0,female div/dep/mar,none,1,car,30,none,own,2,skilled,1,,,good
<0,24,no credits taken/all paid back duly,furniture/equipment,3349,100<=X<1000,<1,4.0,male single,none,4,no known property,30,none,free,1,skilled,2,,,bad
no checking account,12,existing paid,car,2859,no known savings account,unemployed,4.0,male single,none,4,no known property,38,none,own,1,high qualif/self emp/mgmt,1,,,good
no checking account,18,existing paid,furniture/equipment,1533,<100,<1,4.0,male mar/wid,co-applicant,1,life insurance,43,none,own,1,unskilled,2,,,bad
no checking account,24,existing paid,television,3621,<100,>=7,2.0,male single,none,4,car,31,none,own,2,skilled,1,,,bad
0<=X<20000,18,no credits taken/all paid back duly,furniture/equipment,3590,<100,unemployed,3.0,male mar/wid,none,3,car,40,none,own,3,unskilled,2,,,good
<0,36,no credits taken/all paid back duly,furniture/equipment,2145,<100,4<=X<7,2.0,male single,none,1,car,24,none,own,2,skilled,1,,,bad
0<=X<20000,24,existing paid,car,4113,100<=X<1000,<1,3.0,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,,,bad
no checking account,36,existing paid,furniture/equipment,10974,<100,unemployed,4.0,female div/dep/mar,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,,,bad
<0,12,existing paid,car,1893,<100,1<=X<4,4.0,female div/dep/mar,guarantor,4,life insurance,29,none,own,1,skilled,1,,,good
<0,24,no credits taken/all paid back duly,television,1231,>=10000,>=7,4.0,female div/dep/mar,none,4,life insurance,57,none,rent,2,high qualif/self emp/mgmt,1,,,good
>=20000,30,no credits taken/all paid back duly,television,3656,no known savings account,>=7,4.0,male single,none,4,life insurance,49,stores,own,2,unskilled,1,,,good
0<=X<20000,9,no credits taken/all paid back duly,television,1154,<100,>=7,2.0,male single,none,4,real estate,37,none,own,3,unskilled,1,,,good
<0,28,existing paid,car,4006,<100,1<=X<4,3.0,male single,none,2,car,45,none,own,1,unskilled,1,,,bad
0<=X<20000,24,existing paid,furniture/equipment,3069,<100,>=7,4.0,male single,none,4,no known property,30,none,free,1,skilled,1,,,good
no checking account,6,no credits taken/all paid back duly,television,1740,<100,>=7,2.0,male mar/wid,none,2,real estate,30,none,rent,2,skilled,1,,,good
0<=X<20000,21,no credits taken/all paid back duly,car,2353,<100,1<=X<4,1.0,male div/sep,none,4,life insurance,47,none,own,2,skilled,1,,,good
no checking account,15,existing paid,car,3556,no known savings account,1<=X<4,3.0,male single,none,2,no known property,29,none,own,1,skilled,1,,,good
no checking account,24,existing paid,television,2397,100<=X<1000,>=7,3.0,male single,none,2,car,35,bank,own,2,skilled,1,,,bad
0<=X<20000,6,existing paid,furniture/equipment,454,<100,<1,3.0,male mar/wid,none,1,life insurance,22,none,own,1,unskilled,1,,,good
0<=X<20000,30,existing paid,television,1715,no known savings account,1<=X<4,4.0,female div/dep/mar,none,1,car,26,none,own,1,skilled,1,,,good
0<=X<20000,27,no credits taken/all paid back duly,television,2520,100<=X<1000,1<=X<4,4.0,male single,none,2,life insurance,23,none,own,2,unskilled,1,,,bad
no checking account,15,existing paid,television,3568,<100,>=7,4.0,female div/dep/mar,none,2,car,54,bank,rent,1,high qualif/self emp/mgmt,1,,,good
no checking account,42,existing paid,television,7166,no known savings account,4<=X<7,2.0,male mar/wid,none,4,life insurance,29,none,rent,1,skilled,1,,,good
<0,11,no credits taken/all paid back duly,car,3939,<100,1<=X<4,1.0,male single,none,2,real estate,40,none,own,2,unskilled,2,,,good
0<=X<20000,15,existing paid,furniture/equipment,1514,<100,1<=X<4,4.0,male single,guarantor,2,real estate,22,none,own,1,skilled,1,,,good
no checking account,24,existing paid,car,7393,<100,1<=X<4,1.0,male single,none,4,life insurance,43,none,own,1,unskilled,2,,,good
<0,24,no credits taken/all paid back duly,car,1193,<100,unemployed,1.0,female div/dep/mar,co-applicant,4,no known property,29,none,rent,2,unskilled,1,,,bad
<0,60,existing paid,furniture/equipment,7297,<100,>=7,4.0,male single,co-applicant,4,no known property,36,none,rent,1,skilled,1,,,bad
no checking account,30,no credits taken/all paid back duly,television,2831,<100,1<=X<4,4.0,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,,,good
>=20000,24,existing paid,television,1258,100<=X<1000,1<=X<4,3.0,female div/dep/mar,none,3,car,57,none,own,1,unskilled,1,,,good
0<=X<20000,6,existing paid,television,753,<100,1<=X<4,2.0,female div/dep/mar,guarantor,3,real estate,64,none,own,1,skilled,1,,,good
0<=X<20000,18,no credits taken/all paid back duly,furniture/equipment,2427,no known savings account,>=7,4.0,male single,none,2,life insurance,42,none,own,2,skilled,1,,,good
no checking account,24,no credits taken/all paid back duly,car,2538,<100,>=7,4.0,male single,none,4,car,47,none,own,2,unskilled,2,,,bad
0<=X<20000,15,no credits taken/all paid back duly,car,1264,<100,1<=X<4,2.0,male mar/wid,none,2,life insurance,25,none,rent,1,skilled,1,,,bad
0<=X<20000,30,no credits taken/all paid back duly,furniture/equipment,8386,<100,4<=X<7,2.0,male single,none,2,life insurance,49,none,own,1,skilled,1,,,bad
no checking account,48,existing paid,furniture/equipment,4844,<100,unemployed,3.0,male single,none,2,car,33,bank,rent,1,high qualif/self emp/mgmt,1,,,bad
>=20000,21,existing paid,car,2923,<100,1<=X<4,1.0,female div/dep/mar,none,1,car,28,bank,own,1,high qualif/self emp/mgmt,1,,,good
<0,36,existing paid,car,8229,<100,1<=X<4,2.0,male single,none,2,life insurance,26,none,own,1,skilled,2,,,bad
